"rid";"_cities_rid";"_cltypes_rid";"name";"logo";"address";"phones";"skype";"icq";"url";"isloaded";"actual_days";"price_email";"price_url";"creadits_info";"delivery_info";"worktime_info";"descr";"contact_phones";"contact_email";"contact_person";"createdt";"active";"popularity"
104;11;5;"ЧП Сивцов";"ЧП Сивцов";"49000";"(056) 734 13 32";"";"356910464";"http://www.dneprotech.com.ua/";true;1;"";"http://www.dneprotech.com.ua/products/xml.htm";false;"при заказе от 500 гривен доставка по городу (до подъезда) бесплатна";"с 10 до 18 кроме выходных и праздничных дней";"Интернет магазин бытовой, аудио, видео, фото техники. Продажа по оптовым ценам со складов в Днепропетровске. Бесплатная доставка по городу (до подъезда). Время работы с 10 до 18 кроме выходных и праздничных дней.";"056 734 13 32";"contacts@dneprotech.com.ua";"Андрей";[2008/06/05:04:21:06 PM];true;0
105;8;5;"Прикольные футболки";"Прикольные футболки";"3067";"8 044 228 04 22";"";"";"http://www.maika.kiev.ua";true;14;"";"http://maika.kiev.ua/catalog[market.yandex.ru].xml";false;"Самовывоз-Киев,наличными в офисе
Крьер-Киев, курьеру
Укрпочта-по Украине, предоплата - банк, WM.";"с Понедельника по Пятницу - c 10.00 до 18.00
Суббота, Воскресенье - выходной";"Большой каталог прикольных футболок,кепок.Печать на футболках и кепках под заказ.Быстро, качественно";"";"maika-kiev@i.ua";"maika";[2008/06/18:11:55:02 AM];true;0
106;8;5;"Техника";"Техника";"8002";"5994745";"";"";"http://www.tehnica.net.ua";true;14;"";"http://www.tehnica.net.ua/index.php?show_price";false;"по г. Киеву доставка бесплатно";"режим работы: с 9.30 до 18.00 субота, воскресенье выходной";"Продажа бытовой техники, аудио, видео, встраеваемой техники, пылесосы, холодильники стиральные машины, доставка.";"5994745";"tehnica2@ukr.net";"Александр";[2008/06/26:04:05:17 PM];true;0
107;8;5;"Фотомост";"Фотомост";"1000";"+3 8(044)222-72-50";"";"";"http://www.fotomost.com.ua";true;14;"";"http://www.fotomost.com.ua/pricexls.php";false;"Курьерская доставка
Доставка по г. Киеву осуществляется БЕСПЛАТНО при заказе товара на сумму от 300 у.е.

Заказы с доставкой в тот же день оформляются до 14:00, после можно оформить заказ с доставкой на следующий день;

Доставка в регионы
Доставка в регионы осуществляется транспортными компаниями в зависимости от региона на основании действующих тарифов. Основные транспортные компании, с которыми работает наш Интернет-Магазин:
ТК \""Автолюкс\"" 
ТК \""Гюнсел\"" 
ТК \""НОчной экспресс\""";"* понедельник-пятница с 10.00 до 19.00
* суббота с 10.00 до 14.00
* Воскресенье выходной день.";"Интернет-магазин Фотомост - это новейшая фото и видеотехника.
Наш магазин постоянно работает над обновлением информации для того, чтобы Вы, дорогие покупатели, владели только самыми последними данными по товарам представленным у нас. Также для Вашего удобства мы организовали отдельную рубрику - спецзаказ. Вы можете заказать любой отсутствующий на нашем сайте товар либо новинки, ещё не поступившие на рынок; и поверьте: Вы не будете разочарованы, мы сделаем всё для того, чтобы Вы остались довольны. Мы доставл";"+38(097)956-28-12";"individuum@hotbox.ru";"Алексей";[2008/07/01:04:32:19 PM];true;0
108;8;4;"Лайнком системс";"Лайнком системс";"3039";"(044) 2514816";"";"";"http://www.linecom.kiev.ua";true;1;"";"http://linecom.kiev.ua/xml.php";false;"осуществляется платно, при помощи курьерских служб";"Пон.-Пт: 9.30-18.00
Суб. и Воск. - выходные";"Кампания предлагает широкий выбор компьютерной техники (ноутбуки,КПК, GPS навигаторы идр.), серверов и сетевого оборудования. Продажа, установка и обслуживание АТС.";"(044) 2514817";"market@linecom.kiev.ua";"Людмила Юкина";[2008/07/02:09:59:14 PM];true;0
109;8;5;"RIX.com.ua";"RIX.com.ua";"2099";"537-01-74";"";"261488266";"http://www.rix.com.ua";true;1;"";"http://rix.com.ua/shop/export2/yandex.xml";true;"1. Доставка Курьерской Службой нашего магазина осуществляется бесплатно по г. Киеву при покупке на сумму 1000 грн. и более.
Если сумма заказа не превышает 1000 грн., доставка оплачивается отдельно (20 грн.)
Сотрудники Курьерской Службы доставляют товар в срок, согласованный с покупателем.
Заказ доставляется в тот же день, если был оформлен до 16.00. Заказы, оформленные после 16.00 доставляются на след. день.

Режим работы Курьерской Службы:
Пн - Пт: с 10:00 до 19:00
Сб: с 10:00 до 16:00
Вс: выходной.";"Интернет-магазин Rix.com.ua
    Пн.-пт. 9:00 - 18:00
    Сб. 10:00 - 16:00";"О нас
    RIX.com.ua - это магазин для тех, кто ценит свое время.
    Мы предлагаем Вам широкий выбор товаров и обеспечиваем профессиональный сервис. Консультанты нашего магазина помогут Вам сделать правильный выбор, быстро оформить заказ и получить товар в удобное для Вас время.

    График работы
    Сделать заказ в Интернет-магазине RIX.com.ua можно круглосуточно.

    Интернет-магазин Rix.com.ua
    Пн.-пт. 9:00 - 18:00
    Сб. 10:00 - 16:00";"537-01-74";"add@rix.com.ua";"Владислав Эликович";[2008/07/08:05:56:17 PM];true;0
110;11;5;"mobi-shop.in.ua";"mobi-shop.in.ua";"49000";"8(056)790-48-21";"";"367414608";"http://www.mobi-shop.in.ua";true;1;"";"http://www.mobi-shop.in.ua/xlshop/catalog/saleinform.xml";false;"Стоимость доставки по г.Днепропетровск 30 грн.";"Пн. - Пт. с 9:00 до 17:00";"Продажа мобильных телефонов, КПК, коммуникаторов, цифровых фото и видеокамер, ноутбуков, GPS-навигаторов, плееров, гарнитур bluetooth, телевизоров. Интернет-магазин mobi-shop.in.ua. Тел 8(056)790-48-21, 8(095)032-10-33. г. Днепропетровск, ул.Белостоцкого, 143.";"";"ts_u@ukr.net";"Шевченко Татьяна";[2008/07/13:05:33:49 PM];true;0
111;8;5;"V.I.P.Gift";"V.I.P.Gift";"2121";"(044)360-06-69";"";"";"http://www.vipgift.com.ua";true;1;"";"http://www.vipgift.com.ua/saleinform.php";false;"При цене покупки от 500 грн. бесплатно по Киеву. До 500 грн. - доставка 30 грн. по Киеву. Доставка по Украине оговаривается индивидуально.";"Заказы с сайта круглосуточно. По телефону - с 9.00 до 20.00";"Vipgift.com.ua – является  интернет-магазином элитных подарков для людей, расположение и отношение которых Вам далеко не безразлично. У нас Вы найдёте уникальные предметы, такой подарок подчеркивает статус обладателя, им можно любоваться бесконечно, а Вы, преподнеся его, покажете Ваш тонкий вкус и интеллект.
Мы предлагаем Вашему вниманию уникальные подарки от ведущих фирм производителей. Что бы вы не выбрали, такой VIP подарок как нельзя более удачно дополнит любой интерьер, станет любимым развлечением его ";"(044)360-06-69";"office@vipgift.com.ua";"Ирина";[2008/07/21:10:12:15 PM];true;0
112;1178;5;"InPresent";"InPresent";"109382";"5896991";"";"";"http://www.inpresent.ru";true;2;"";"http://inpresent.ru/xml.php";true;"Доставку осуществляем по Москве и России.";"с 10 до 19 часов";"В магазине собраны сотни изделий со всего мира, от недорогих до эксклюзивных. 
Изделия из кожи, визитницы, настольные наборы, часы, барометры, ручки, статуэтки, 
шкатулки, шахматы, нарды.";"5896991";"roma@inpresent.ru";"Роман";[2008/08/06:04:29:09 PM];true;0
113;1178;5;"Мister Parker";"Мister Parker";"109382";"5896991,6265237";"";"";"http://www.mister-parker.ru";true;2;"";"http://mister-parker.ru/xml.php";false;"Москва и Россия";"с 10 до 19 часов";"Интернет - магазин элитных ручек. Ручки известных фирм производителей Parker, Waterman, Cross и многие другие.";"5896991";"roma@inpresent.ru";"Роман";[2008/08/06:04:34:27 PM];true;0
114;8;5;"DVCOMP";"DVCOMP";"4128";"361-94-14";"";"494808919";"http://www.dvcomp.kiev.ua/";true;1;"";"http://www.dvcomp.kiev.ua/export.php";false;"Бесплатная";"Пн-пт 9.00-18.00";"Интернет-магазин,ноутбуки,компьютеры,компьютерная техника,лазерные принтеры,струйные принтеры,МФУ,многофункциональные устройства,мониторы,офисная техника,фототехника,видеотехника,бытовая техника,видеокамеры,сумки,бесплатная доставка,доставка по Киеву";"";"dima@dvcomp.kiev.ua";"Дмитрий";[2008/08/06:05:24:25 PM];true;0
115;1050;5;"Elcosmetic";"Elcosmetic";"73000";"80500419478";"";"420142507";"http://www.elcosmetic.com.ua/";true;14;"";"http://www.elcosmetic.com.ua/yandex.xml";false;"доставка бесплатная по всей Украине";"круглосуточно";"Интернет-магазин эксклюзивной нишевой косметики и парфюмерии: Montale, Indult, Solange Azagury-Partridge,  Xerjoff, , минеральная косметика Da Vinci, Dr. Hauschka,   элитная косметика La Prairie, Sisley, Clinique, L`Occitane и др.";"";"elcosmetic@ukr.net";"Наталья";[2008/09/01:09:53:58 PM];true;0
117;1069;5;"Tovarnadom.com.ua";"Tovarnadom.com.ua";"1326";"8-068-124-37-82, 8(044) 36-166-12";"";"";"http://www.tovarnadom.com.ua";true;7;"";"";false;"Интернет-магазин для фото и видео операторов www.tovarnadom.com.ua доставляет профессиональное  фото и видео оборудование для фото и видео студий по  Киеву и  в любой город Украины";"понедельник-пятница
9.30-18.00";"Интернет-магазин для фото и видео операторов www.tovarnadom.com.ua предлагает профессиональное  фото и видео оборудование для фото и видео студий.";"8-068-124-37-82, 8-068-133-48-93";"tovarnadomcomua@yandex.ru";"Элина, Галина";[2008/09/01:09:53:58 PM];true;0
118;8;5;"xshop";"xshop";"1014";"221-38-58";"";"";"http://www,xshop.com.ua";true;14;"";"http://www.xshop.com.ua/price.marketyandex.php?cat_id=144";false;"доставка  производится в течении дня после заказа по всей територии Украины";"с 8-19 
воскресение выходной";"Интернет магазин в Киеве аудио, видео, фото, бытовой техники - Xshop";"";"admin@xshop.com.ua";"Вадим";[2008/09/01:09:53:58 PM];true;0
119;8;5;"Technolider";"Technolider";"2154";"229-94-06";"";"";"http://www.technolider.com.ua";true;14;"";"http://www.technolider.com.ua/prices/price_Bigmir.xml";false;"Бесплатная";"с 09:00 до 19:00";"Интернет-магазин электроники и бытовой техники";"";"smile-y@meta.ua";"Юлия";[2008/08/28:12:46:24 AM];true;0
120;1178;5;"Академия ремонта";"Академия ремонта";"123363";"+7-495-789-59-62";"";"";"http://www.quke.ru/";true;1;"";"http://www.quke.ru/yml/yml.php";false;"Доставка товара по Москве осуществляется после подтверждения заказа менеджером на следующий день, либо в удобный для Вас день в интервале: с 10:00 до 14:00, или с 14:00 до 18:00.
Экспресс доставка по Москве осущетвляется в течение 2-3 часов с момента заказа.
Есть возможность самовывоза товара.
Стоимость доставки:
По Москве в пределах МКАД – 200 рублей. 
По Москве в пределах МКАД Экспресс (доставка в течение 3 часов) - 350 рублей.";"Круглосуточно, 7 дней в неделю!";"Очень быстрый интернет-магазин сотовой связи.";"789-59-62";"ivan@quke.ru";"Иван";[2008/08/28:02:44:28 PM];true;0
124;11;5;"mebelini";"mebelini";"49101";"8-800-300-20-30";"";"";"http://www.mebelini.com.ua/productions";true;1;"";"";false;"Доставка по всей Украине";"ПН-ПТ 9:00-18:00";"Интернет-магазин Mebelini предлагает мебель для комплексного оборудования офисных рабочих мест, директорских кабинетов, конференц-залов, приемных, кафе, баров, ресторанов, учебных заведений, столовые домашние группы, мебель для оборудования домашних компьютерных мест. 
Ассортимент характеризуется оптимальным сочетанием ЦЕНЫ и КАЧЕСТВА. Со склада производителя. Доступные цены. Доставка по всей Украине.
http://www.mebelini.com.ua/productions
Украина, 49101, г. Днепропетровск, ул. Войцеховича, 53а
горячая лини";"";"mebelini@ukr.net";"Таня";[2008/10/12:03:01:06 PM];true;0
125;8;5;"Бекар";"Бекар";"1135";"(044)578-2083, 486-3477, 486-7637, 482-3276, (066)713-1002, (063)578-2083";"";"45635401";"http://www.bekar.kiev.ua";true;7;"";"http://bekar.kiev.ua/index.php?show_price=yes";false;"по Киеву, цена договорная";"Понедельник-Пятница  с 9-00 до 17-00";"Продажа компьютерных комплектующих, оргтехники, ноутбуков ИБП, мобильных телефонов, MP3-плееров, фототехника, видеотехника, телевизоры, автоэлектроника, автомагнитолы, сигнализации,  автоакустика, центральные замки, автомобильные телевизоры, DVD-плееры..";"(044)578-2083, 486-3477";"andrey@bekar.kiev.ua";"Андрей";[2008/11/12:09:00:52 PM];true;0
126;11;5;"shopdvd";"shopdvd";"49000";"80938726138";"";"";"http://shopdvd.org.ua/";true;14;"";"http://shopdvd.org.ua/index.php?download_price=yes";false;"Укрпочта, курьер по Днепропетровску";"Круглосуточно";"Интернет магазин игр на DVD дисках для компьютеров и Sony Playstation 2, курьерская доставка и доставка почтой - Интернет магазин игр на DVD дисках для компьютеров и Sony Playstation 2, курьерская доставка по Днепропетровску и доставка почтой";"80938726138";"graf.ne@gmail.com";"Игорь";[2008/11/12:09:00:52 PM];true;0
127;1073;4;"Projector-Lamps.by";"Projector-Lamps.by";"220072";"+375 (17) 210-19-05";"dmitry8864";"384425558";"http://www.projector-lamps.by";true;14;"";"http://www.projector-lamps.by/xml_s.php";false;"самовывоз";"с 9:00 по 18:00";"У нас вы можете купить мультимедийные проекторы, лампы для проекторов и проекционных телевизоров. Только безналичный расчет.";"";"freeman@sota.by";"Дмитрий Тысевич";[2008/11/12:09:00:52 PM];true;0
128;8;5;"Мир Покупок";"Мир Покупок";"3067";"229-43-39";"";"";"http;//WWW.MIR-POKUPOK.COM.UA";true;14;"";"http://www.mir-pokupok.com.ua/download/prajs.xls";false;"Киев и область";"пн.-сб. с 9 до 19";"Бытовая техника по низким ценам.";"";"info@mir-pokupok.com.ua";"Алексей";[2008/11/12:09:00:52 PM];true;0
129;8;5;"Top Shop";"Top Shop";"3680";"8044 4590225";"";"471649499";"http://www.ru.topshop.kiev.ua";true;1;"";"http://www.topshop.kiev.ua/ua/Saleinform.xml";false;"Доставка по Украине - почтой
Доставка по Киеву - курьером
Оплата по факту получения";"Сделать заказ на нашем сайте - Вы можете сделать круглосуточно";"На сегодня Top Shop - является наиболее известной торговой маркой телевизионных продаж, которая работает на рынках 20 стран Восточной и Центральной Европы. В Украине мы начали свою деятельность с 2004 года и успешно продолжаем развиваться";"8050 344 02 14";"igor.mishko@studio-moderna.com";"Игорь Мишко";[2008/11/05:05:25:44 PM];true;0
130;1178;5;"Часы";"Часы";"109518";"7826789";"";"358790019";"http://www.shopcarry.ru";true;3;"";"http://www.shopcarry.ru/price.php";false;"ShopCarry.ru доставляет заказы в более чем 2000 населенных пунктов Российской Федерации. Доставка за пределы РФ, в том числе в страны СНГ, в настоящее время не производится. 
Доставка по Москве
Доставка по Москве осуществляется курьерской службой ShopCarry.ru  . 
Стоимость доставки: 
в пределах МКАД — 200 рублей 
в пределах МКАД, при сумме заказа от 15000 рублей и выше — бесплатно 
за приделы МКАД , 250 рублей + 30 рублей за каждый километр. 
Более подробную информацию о доставки узнавайте по телефону (495)";"Наш магазин работает с понедельника по пятницу с 9:00 до 19:00. В субботу с 9:00 до 17:00 , воскресенье выходной .";"В первую очередь, ShopCarry.ru — это интернет-магазин, то есть Вы можете выбрать товары, оформить заказ и оплатить его, не покидая кресла возле компьютера. Доставку заказа мы также берем на себя.";"7826789";"info@shopcarry.ru";"Роман";[2008/11/06:02:34:12 PM];true;0
131;8;5;"Alekol.com.ua";"Alekol.com.ua";"2139";"228-05-97";"";"476769943";"http://www.alekol.com.ua";true;1;"";"http://www.alekol.com.ua/bigmir.php";false;"Есть";"Пн-Пт с 10 до 19";"Интернет-магазин: Alekol : Надежный как никто другой:мы сможем дать вам то что вы ищите и отнесемся к этому должным образом!";"228-05-97";"alex@alekol.com.ua";"Алексей";[2008/11/09:01:51:25 AM];true;0
